이름,카테고리,주소,위도,경도,전화번호,링크
디라이프스타일키친 롯데월드몰점,음식점>양식,서울특별시 송파구 올림픽로 300 5층,37.5137408,127.1033292,,https://dlifestyle.co.kr/
요리하는남자,음식점>이탈리아음식,서울특별시 송파구 백제고분로7길 27 반석빌딩 지하1층,37.5108441,127.0818596,,https://catchtable.co.kr/cookingguys
빽돈 잠실 방이,"음식점>한식>육류,고기요리",서울특별시 송파구 올림픽로32길 29 1층 빽돈 잠실 방이,37.5135324,127.1098453,,https://www.back-don.com
오향가,중식>중식당,서울특별시 송파구 송이로 106,37.4967290,127.1213730,,
더맛있는족발보쌈 가락점,"음식점>한식>육류,고기요리>족발,보쌈",서울특별시 송파구 양재대로62길 41 1층,37.4964406,127.1204236,,https://www.instagram.com/the_jok_garak/
서보,음식점>태국음식,서울특별시 송파구 오금로18길 5,37.5101848,127.1108068,,https://www.instagram.com/seobo.seoul
팔당족발&amp;닭발 잠실점,음식점>한식,서울특별시 송파구 백제고분로19길 3 1층,37.5052367,127.0865244,,https://paldanjamsil.wywh.co.kr
밀각,"한식>족발,보쌈",서울특별시 송파구 송파대로30길 36 1층 밀각,37.4957383,127.1210177,,https://www.instagram.com/mealgak/
원할머니국수보쌈 제2롯데월드몰직영점,음식점>한식,서울특별시 송파구 올림픽로 300 롯데월드몰 6층,37.5135900,127.1038606,,https://www.instagram.com/wongrandma/
만석장 롯데월드몰점,음식점>한식,서울특별시 송파구 올림픽로 300 6층,37.5135381,127.1041355,,
79대포 방이점,술집>포장마차,서울특별시 송파구 올림픽로32길 36 지상1층(방이동),37.5130846,127.1101058,,https://www.instagram.com/79daepo_official/
산들해 송파점,한식>한정식,서울특별시 송파구 위례성대로 6 현대토픽스 2층,37.5169163,127.1131907,,
지강한식당 잠실점,음식점>한식,서울특별시 송파구 잠실로 209 지하1층 104호,37.5138710,127.1063644,,https://www.instagram.com/jikang_jamsil
진곱창,"한식>곱창,막창,양",서울특별시 송파구 올림픽로32길 24 1층 103호,37.5138739,127.1095074,,
우곱집 잠실본점,"음식점>한식>육류,고기요리>곱창,막창,양",서울특별시 송파구 백제고분로7길 16-20 1층,37.5096684,127.0808038,,http://woogobzip.co.kr
단막 석촌호수점,"육류,고기요리>곱창,막창,양",서울특별시 송파구 백제고분로41길 40,37.5091161,127.1061251,,https://www.instagram.com/danmak_master/
청년감자탕 송파 본점,한식>감자탕,서울특별시 송파구 오금로19길 5 1층 청년감자탕,37.5103294,127.1133486,,http://cngamja.com
우대포 방이점,한식>소고기구이,서울특별시 송파구 오금로13길 3-11 1층 103-1호,37.5137172,127.1079636,,
등촌샤브칼국수 방이본점,"음식점>한식>칼국수,만두",서울특별시 송파구 올림픽로30길 10,37.5148638,127.1080083,,https://www.instagram.com/deungchon_bangi/
백소정 잠실본점,음식점>일식>일식당,서울특별시 송파구 오금로11길 8 2층,37.5142852,127.1081544,,https://baeksojeong.com/
온량,음식점>양식,서울특별시 송파구 백제고분로43길 4 1층,37.5080433,127.1100602,,http://onryang.jalib.site/
헤세드 송리단길점,음식점>일식>돈가스,서울특별시 송파구 백제고분로45길 9 1층,37.5093750,127.1102229,,https://katsuhesed.com/
오마카세 오사이초밥 잠실점,"음식점>일식>초밥,롤",서울특별시 송파구 올림픽로 295 삼성생명빌딩 지하1층,37.5149274,127.1032491,,https://app.catchtable.co.kr/ct/shop/542jamsil
멘야하나비 송파본점,음식점>일식>일본식라면,서울특별시 송파구 백제고분로45길 38 1층 멘야하나비 송파본점,37.5109657,127.1077484,,http://menyahanabi.kr/
칸다소바 롯데월드몰점,음식점>일식>일본식라면,서울특별시 송파구 올림픽로 300 롯데월드몰 6층,37.5135432,127.1034794,,https://litt.ly/kandasoba
오레노라멘송파,음식점>일식>일본식라면,서울특별시 송파구 백제고분로45길 17-3 일층,37.5095295,127.1094332,,http://orenoramen.instagram.com/
진대감 방이점,"육류,고기요리>소고기구이",서울특별시 송파구 오금로13길 6 오선빌딩 1층,37.5131297,127.1084248,,https://gorillafnd.co.kr/
옥소반 잠실새내점,음식점>일식>샤브샤브,서울특별시 송파구 백제고분로9길 10 1층,37.5091927,127.0804143,,https://app.catchtable.co.kr/ct/shop/oksoban_jamsil
홈수끼,음식점>일식>샤브샤브,서울특별시 송파구 위례성대로 134 한스빌딩,37.5121035,127.1262461,,
일월고기,"한식>육류,고기요리",서울특별시 송파구 오금로15길 7-16,37.5129895,127.1089464,,
보승회관 방이점,음식점>한식>국밥,서울특별시 송파구 오금로 101 1층,37.5131489,127.1079369,,https://www.boseunghall.com/
풍년뼈다귀해장국,한식>해장국,서울특별시 송파구 가락로 94,37.5007408,127.1066239,,
행복한 순정감자탕 문정 직영1호점,한식>감자탕,서울특별시 송파구 송파대로 167 테라타워 A동 지하 1층 G181호,37.4846615,127.1209336,,
한강,음식점>한식,서울특별시 송파구 올림픽로43길 88 동관 지하1층,37.5267389,127.1089046,,
본가설렁탕,"한식>곰탕,설렁탕",서울특별시 송파구 석촌호수로 204,37.5062720,127.0998875,,
봉피양 방이점,음식점>한식,서울특별시 송파구 양재대로71길 1-4,37.5102369,127.1260390,,https://www.youtube.com/@Byeokje_official/
장털보설렁탕 본점,음식점>한식,서울특별시 송파구 중대로 304,37.5073920,127.1331300,,
한티옥,음식점>한식,서울특별시 송파구 위례성대로 114 1층,37.5128530,127.1243929,,https://catchtable.co.kr/hantiok
오뎅식당 롯데월드몰점,"한식>찌개,전골",서울특별시 송파구 올림픽로 300 롯데월드몰 6층,37.5133639,127.1042470,,
화포식당 가락점,"육류,고기요리>돼지고기구이",서울특별시 송파구 송파대로30길 11 이연파레스,37.4947418,127.1187169,,
롯데호텔 월드 라세느,음식점>뷔페,서울특별시 송파구 올림픽로 240 롯데호텔월드 2층,37.5114003,127.0998220,,https://www.lottehotel.com/world-hotel/ko/dining/restaurant-la-seine
포드림,음식점>베트남음식,서울특별시 송파구 올림픽로12길 26 1층 Pho,37.5092485,127.0832452,,http://baemin.me/YKO4mHNq7
촙촙 롯데월드몰점,음식점>베트남음식,서울특별시 송파구 올림픽로 300 롯데월드몰 지하1층,37.5144268,127.1046534,,https://www.instagram.com/chopchop_euljiro
퀸즈가든 잠실점,음식점>일식>샤브샤브,서울특별시 송파구 올림픽로32길 22-20 2층,37.5137781,127.1084802,,
맥도날드 잠실역점,양식>햄버거,서울특별시 송파구 송파대로 558 월드타워빌딩,37.5149853,127.0993431,,https://www.mcdonalds.co.kr/
맥도날드 석촌역점,양식>햄버거,서울특별시 송파구 백제고분로 390,37.5060610,127.1091450,,https://www.mcdonalds.co.kr/
일일미미 목동41타워점,중식>중식당,서울특별시 양천구 목동동로 293 3층 311B호,37.5281774,126.8757769,,https://irirmimi.com/
현경 목동점,음식점>중식당,서울특별시 양천구 오목로 312 제일빌딩 지하1층 현경 목동점,37.5247060,126.8719460,,http://www.instagram.com/hyunkyung_mokdong
춘리마라탕 목동점,중식>마라탕,서울특별시 양천구 목동로 179 1층,37.5245075,126.8645662,,https://www.instagram.com/chunli4686?igsh=MXN3NngwbGsxOWRiYQ%3D%3D
락희안 목동직영점,중식>중식당,"서울특별시 양천구 오목로 330 2, 3층",37.5244386,126.8740003,,https://www.instagram.com/the_lexian/
할범탕수육 본점,중식>중식당,서울특별시 양천구 목동중앙북로 15,37.5484996,126.8653933,,
스시범 목동점,"음식점>일식>초밥,롤",서울특별시 양천구 은행정로 13 성광빌딩 1층 스시범 목동점,37.5209041,126.8597728,,
버거킹 염창역점,양식>햄버거,서울특별시 양천구 공항대로 630,37.5466423,126.8746583,,
버거킹 신정네거리역점,양식>햄버거,서울특별시 양천구 중앙로 275,37.5208054,126.8522906,,
써브웨이 등촌역점,음식점>샌드위치,서울특별시 양천구 공항대로 552 대우마이빌 101호,37.5496797,126.8668666,,http://www.subway.co.kr/
진아구 목동본점,"음식점>한식>해물,생선요리>아귀찜,해물찜","서울특별시 양천구 신정중앙로 85 로데오프라자 108호, 109호",37.5268968,126.8615346,,
롯데리아 신곡시장점,양식>햄버거,서울특별시 양천구 신월로 177 롯데리아신곡시장점,37.5189680,126.8427592,,https://www.lotteria.com/
KFC 신정네거리점,양식>햄버거,서울특별시 양천구 중앙로 277,37.5209203,126.8523195,,https://www.kfckorea.com/
써브웨이 목동역점,음식점>샌드위치,서울특별시 양천구 오목로 238 론드사옥,37.5259183,126.8639202,,http://www.subway.co.kr/
닥터로빈 목동점,양식>이탈리아음식,서울특별시 양천구 오목로 299 목동트라팰리스 1층,37.5255585,126.8700169,,https://drrobbin.com/
라라코스트 목동점,음식점>패밀리레스토랑,서울특별시 양천구 목동동로 309 행복한백화점 5층,37.5294644,126.8757573,,https://www.raracost.com
오르노 목동점,음식점>양식,서울특별시 양천구 목동동로 293 3층 302-B호,37.5281774,126.8757769,,https://app.catchtable.co.kr/ct/shop/hornomokdong
젠틀한식탁 목동본점,음식점>양식,서울특별시 양천구 목동동로14길 6-1 1층,37.5242209,126.8721865,,http://www.instagram.com/gentletable_official
아웃백스테이크하우스 목동점,음식점>패밀리레스토랑,서울특별시 양천구 목동동로 293 3층,37.5281774,126.8757768,,https://www.outback.co.kr
뭉텅 등촌점,"육류,고기요리>돼지고기구이",서울특별시 양천구 공항대로 530 1층,37.5507915,126.8648214,,http://moongtung.com/
항아리보쌈 목동점,"육류,고기요리>족발,보쌈",서울특별시 양천구 신목로 48,37.5195175,126.8735742,,http://dbdudqja100854.wix.com/boosam
족발신선생 목동점,"육류,고기요리>족발,보쌈",서울특별시 양천구 신정중앙로 98,37.5262975,126.8626388,,https://joksin.co.kr/
반쌥,음식점>태국음식,서울특별시 양천구 오목로48길 28 1층,37.5233565,126.8631668,,https://instagram.com/baan_saeb?utm_medium=copy_link
가마솥장우왕족발,"한식>족발,보쌈",서울특별시 양천구 목동중앙북로 16 장우족발,37.5483445,126.8653699,,http://instagram.com/
명가들깨칼국수 목동본점,"한식>칼국수,만두",서울특별시 양천구 은행정로 12,37.5207667,126.8601104,,
원두막,음식점>한식,서울특별시 양천구 신목로 56,37.5199489,126.8728390,,http://www.목동원두막.com/
사위식당 현대백화점 목동점,"한식>곱창,막창,양",서울특별시 양천구 목동동로 257 6층,37.5263706,126.8754677,,https://www.facebook.com/awee.official/
대박곱창 본점,"한식>곱창,막창,양",서울특별시 양천구 오목로 170 1층 대박곱창,37.5248681,126.8562400,,https://www.instagram.com/daebak26018892/
야끼니꾸소량 목동역점,"음식점>한식>육류,고기요리",서울특별시 양천구 신정중앙로 85 로데오프라자 1층 111호,37.5269935,126.8614995,,https://www.instagram.com/soryang_mokdong
우장창창 목동본점,"육류,고기요리>곱창,막창,양",서울특별시 양천구 목동중앙서로1길 17 1층 우장창창,37.5333082,126.8642388,,http://www.woozang.com
하순옥황금안동국시 목동본점,"한식>칼국수,만두",서울특별시 양천구 목동서로 213 세신비젼프라자 지하1층,37.5281247,126.8705897,,https://youtube.com/@golden_noodles.by_ok?si=j4-KnxnJLnGLCrqd
한솔냉면 현대백화점 목동점,푸드코트,서울특별시 양천구 목동동로 257 현대백화점 목동점 B2 한솔냉면,37.5269242,126.8744941,,
나주관,"한식>곰탕,설렁탕",서울특별시 양천구 오목로 313-2,37.5252764,126.8725715,,
정진식당,한식>돼지고기구이,서울특별시 양천구 신정중앙로 94,37.5262839,126.8620159,,
푸주옥설렁탕도가니탕,음식점>한식,서울특별시 양천구 남부순환로 663,37.5102457,126.8428597,,
송추가마골 인어반 목동점,"한식>육류,고기요리",서울특별시 양천구 목동동로 293 현대41타워 3층,37.5281873,126.8758793,,https://blog.naver.com/scgamagoll
히노야마,음식점>일식>일식당,서울특별시 양천구 목동서로 349 센트럴프라자 119호,37.5172332,126.8652391,,https://www.instagram.com/hinoyama-official
양산도 목동점,음식점>일식>일식당,서울특별시 양천구 목동서로 155 상가 113호,37.5290093,126.8747957,,
라멘트럭 목동점,음식점>일식>일본식라면,서울특별시 양천구 오목로54길 9 1층,37.5237966,126.8735441,,https://www.instagram.com/ramentruck_official/
모토이시 목동오목교점,"음식점>육류,고기요리",서울특별시 양천구 목동동로 262 1층,37.5257463,126.8750558,,https://motoishi.co.kr/
미스타교자 목동역점,음식점>술집>이자카야,서울특별시 양천구 신정중앙로 96 1층 미스타교자,37.5262769,126.8624852,,https://www.instagram.com/mistagyoza_mokdong
장라멘,음식점>일식>일본식라면,서울특별시 양천구 신월로 149 1층,37.5175380,126.8403422,,http://www.instagram.com/jangramen
탄탄면공방 목동점,음식점>아시아음식,서울특별시 양천구 목동서로 155 파라곤상가 지하1층 22호,37.5294989,126.8751948,,http://www.tantanmyun.com
포옹남 목동,음식점>베트남음식,서울특별시 양천구 신목로2길 68 오목빌딩 1층 101호,37.5240266,126.8772454,,
봄담아 목동점,음식점>일식>샤브샤브,"서울특별시 양천구 중앙로 181 210호, 211호",37.5128103,126.8556737,,https://www.instagram.com/bomdama_mokdong_
옥소반 목동41타워점,음식점>일식>샤브샤브,서울특별시 양천구 목동동로 293 현대41타워 203호,37.5283226,126.8757416,,https://app.catchtable.co.kr/ct/shop/OKSOBAN41?type=WAITING
우직서울 목동본점,한식>소고기구이,서울특별시 양천구 목동중앙본로29길 6 1층,37.5444883,126.8702872,,https://app.catchtable.co.kr/ct/shop/Xuzikx
양천뼈다귀본점,한식>감자탕,서울특별시 양천구 목동동로 258,37.5258305,126.8744670,,
본말감자탕 신정네거리역점,한식>감자탕,서울특별시 양천구 중앙로 259 1층,37.5194253,126.8529585,,https://blog.naver.com/purumfns
명품청기와뼈감자탕 신월점,한식>감자탕,서울특별시 양천구 지양로 62 1층,37.5212445,126.8343671,,
곰달래감자탕본사직영점,한식>감자탕,서울특별시 양천구 남부순환로 368,37.5342973,126.8290089,,
락감감자탕 신정네거리역점,한식>감자탕,서울특별시 양천구 신월로 318 1층,37.5213116,126.8561514,,
소품은돼지 정육식당 본점,"한식>육류,고기요리",서울특별시 양천구 신월로 133 소품은돼지,37.5169989,126.8386087,,
양천옥설렁탕,"한식>곰탕,설렁탕",서울특별시 양천구 등촌로 86 양천옥설렁탕,37.5376642,126.8638707,,https://youtu.be/SmiumCwtJ1U
임꺽정부대찌개,"한식>찌개,전골",서울특별시 양천구 목동동로12길 27,37.5227618,126.8743907,,http://imkkeokjeong.jalib.site/
봉고기 등촌점,"한식>육류,고기요리",서울특별시 양천구 목동중앙북로7가길 43 1층,37.5494751,126.8650217,,
어촌마을,"한식>해물,생선요리",서울특별시 양천구 오목로 58,37.5222949,126.8438579,,
김가네 신정네거리역점,음식점>분식,서울특별시 양천구 중앙로 256,37.5193241,126.8535305,,https://blog.naver.com/gimkong7127
땅스부대찌개 목사랑시장점,"한식>찌개,전골",서울특별시 양천구 목동중앙남로 57 1층 땅스부대찌개,37.5387486,126.8660872,,https://www.youtube.com/@tsbudae_official
청기와타운 목동41타워점,"한식>육류,고기요리",서울특별시 양천구 목동동로 293 현대41타워 2층,37.5281774,126.8757769,,https://chungkiwa.wywh.co.kr/
한마음정육식당 목동점,"음식점>한식>육류,고기요리",서울특별시 양천구 신목로 48 1층 한마음정육식당 목동점,37.5195553,126.8736525,,
홍떡볶이,분식>종합분식,서울특별시 양천구 목동중앙남로 57-6,37.5390293,126.8659762,,
넴넴 목동직영점,음식점>베트남음식,서울특별시 양천구 목동동로14길 1 1층,37.5244003,126.8718852,,
코엔타이 목동점,음식점>아시아음식,서울특별시 양천구 목동동로 393 제1층 제101호,37.5361901,126.8800443,,
미분당 양천구청점,음식점>베트남음식,서울특별시 양천구 목동동로8길 5 1층 미분당 양천구청점,37.5181388,126.8705825,,
드렁킨타이 목동점,음식점>태국음식,서울특별시 양천구 목동서로 37 110호 드렁킨타이,37.5375751,126.8817828,,https://www.instagram.com/drunkinthai_md
호우섬 더현대서울점,음식점>중식당,서울특별시 영등포구 여의대로 108 파크원 더현대서울 지하 1층,37.5258515,126.9277648,,https://www.instagram.com/haosum_official
콘래드 서울 제스트,음식점>뷔페,서울특별시 영등포구 국제금융로 10 콘래드 서울 2층,37.5252462,126.9269606,,https://app.catchtable.co.kr/ct/shop/conradseoul.zest
문래양가,중식>양꼬치,서울특별시 영등포구 경인로79길 17-2 1층,37.5134108,126.8934156,,
하이디라오 영등포지점,음식점>중식당,서울특별시 영등포구 경인로 870 2층,37.5169829,126.9092830,,https://app.catchtable.co.kr/ct/shop/hidirao_yeongdeungpo
무탄 여의도점,중식>중식당,"서울특별시 영등포구 의사당대로 96 TP타워 2층 201, 202호",37.5215212,126.9228725,,https://www.instagram.com/mutandining
호호식당 타임스퀘어,음식점>일식>일식당,서울특별시 영등포구 영중로 15 4층,37.5171813,126.9039049,,https://www.instagram.com/hohosikdang_official
온기정 타임스퀘어점,음식점>일식>덮밥,서울특별시 영등포구 영중로 15 타임스퀘어 지하 2층,37.5173236,126.9027956,,https://www.instagram.com/onkijung_/
을지다락 여의도,음식점>양식,서울특별시 영등포구 여의나루로 50 B1층 11호,37.5219426,126.9257252,,https://app.catchtable.co.kr/ct/shop/yeouidarak
미도인 파이낸스여의도,음식점>양식,"서울특별시 영등포구 국제금융로2길 32 파이낸스타워 2층 202, 203호",37.5238818,126.9241380,,
맥도날드 여의도점,양식>햄버거,서울특별시 영등포구 국제금융로 10 L3 North Atrium,37.5258010,126.9259385,,https://www.mcdonalds.co.kr/
롯데리아 영등포역사점,양식>햄버거,서울특별시 영등포구 경인로 846 롯데백화점 영등포점 3층,37.5155480,126.9073006,,https://www.lotteria.com/
롯데리아 영등포타임스퀘어B2점,양식>햄버거,서울특별시 영등포구 영중로 15 타임스퀘어 B2 B209,37.5173101,126.9028992,,https://www.lotteria.com/
아웃백스테이크하우스 여의도점,음식점>패밀리레스토랑,서울특별시 영등포구 국제금융로8길 6,37.5217754,126.9297771,,https://www.outback.co.kr
번패티번 더현대서울,음식점>양식>햄버거,서울특별시 영등포구 여의대로 108 5층 더현대서울,37.5262071,126.9281624,,http://bunpattybun.co.kr/
아비꼬 타임스퀘어점,음식점>일식>카레,서울특별시 영등포구 영중로 15 타임스퀘어 B1 B141,37.5172961,126.9044830,,http://abiko.kr/
서가앤쿡 타임스퀘어점,음식점>이탈리아음식,서울특별시 영등포구 영중로 15 타임스퀘어 4F,37.5169678,126.9042623,,
테이스팅룸 IFC몰,음식점>이탈리아음식,서울특별시 영등포구 국제금융로 10 L3층,37.5254272,126.9257589,,https://app.catchtable.co.kr/ct/shop/tastingroom_ifc?from=share&type=DINING
더플레이스 영등포 타임스퀘어점,양식>이탈리아음식,서울특별시 영등포구 영중로 15 타임스퀘어 1층,37.5168993,126.9024065,,https://www.instagram.com/theplace_official/
매드포갈릭 영등포타임스퀘어점,양식>이탈리아음식,서울특별시 영등포구 영중로 15 타임스퀘어 4F 402,37.5173863,126.9028110,,http://www.madforgarlic.com/
고반식당블랙 여의도본점,"한식>육류,고기요리",서울특별시 영등포구 여의대방로67길 21 1층 고반식당블랙 여의도본점,37.5205999,126.9295258,,https://www.instagram.com/goban_black_official/
무월식탁 타임스퀘어점,음식점>한식,서울특별시 영등포구 영중로 15 타임스퀘어 4층,37.5171091,126.9039905,,https://www.instagram.com/muwol_table/
월화고기 문래점,"한식>육류,고기요리",서울특별시 영등포구 당산로 34 지번 서울 영등포구 문래동3가 55-5,37.5174632,126.8964938,,https://www.instagram.com/wolhwa.mullae/
허브족발,"한식>족발,보쌈",서울특별시 영등포구 당산로 232 2층 허브족발,37.5342557,126.9025793,,
이조보쌈,"한식>족발,보쌈",서울특별시 영등포구 당산로 244,37.5349650,126.9031110,,
삼해집 영등포점,"한식>족발,보쌈",서울특별시 영등포구 영등포로 250,37.5189169,126.9090178,,http://www.samhae1.kr
그믐족발 본점,"음식점>한식>육류,고기요리>족발,보쌈",서울특별시 영등포구 경인로79길 21 1층,37.5135330,126.8931213,,http://m.facebook.com/geumeumjokbal
비닐하우스,술집>요리주점,서울특별시 영등포구 도림로128가길 13-8 1층,37.5142300,126.8976875,,https://catchtable.co.kr/vinylhouse
마마된장 타임스퀘어점,음식점>한식,서울특별시 영등포구 영중로 15 지하1층 B148호,37.5169728,126.9040756,,http://www.mamadenjang.kr
사위식당 여의도점,"한식>곱창,막창,양",서울특별시 영등포구 국제금융로2길 32 2층 205호,37.5238818,126.9241380,,https://blog.naver.com/sawee_offical
원조마늘곱창 문래본점,"한식>곱창,막창,양",서울특별시 영등포구 경인로79길 17-1 1층,37.5133515,126.8934619,,https://app.catchtable.co.kr/ct/shop/wonjo_gobchang
다케오 호르몬 데판야끼 문래점,"한식>육류,고기요리",서울특별시 영등포구 도림로 434-7,37.5147205,126.8949378,,https://www.instagram.com/takeo_hormone/
화목순대국,"한식>순대,순댓국",서울특별시 영등포구 여의대방로 383 1F (경도상가 1층),37.5194005,126.9316586,,
3일한우국밥,한식>국밥,서울특별시 영등포구 영등포로 204,37.5199394,126.9040524,,
육수정 영등포역본점,음식점>한식,서울특별시 영등포구 영중로4길 3-1 1층,37.5172140,126.9068686,,https://www.instagram.com/https://www.instagram.com/soup_2402?igsh=MWhrZ2Q4MTRseDF3aA==
정인면옥 본점,한식>냉면,서울특별시 영등포구 국회대로76길 10 기독교침례회총회빌딩 1층,37.5306331,126.9217518,,
송죽장,중식>중식당,서울특별시 영등포구 문래로 203,37.5182543,126.9047155,,http://영등포맛집.com
소고기 땡기는날 값진식육,한식>소고기구이,서울특별시 영등포구 선유로 58-4 대성빌딩 1층 값진식육,37.5190671,126.8898154,,https://smartstore.naver.com/sikk6
제일제면소 여의도IFC몰점,한식>국수,서울특별시 영등포구 국제금융로 10 IFC몰 L3층,37.5253096,126.9252553,,http://www.cheiljemyunso.co.kr/
고동경양 문래본점,음식점>양식,서울특별시 영등포구 경인로72길 4 1층,37.5107129,126.8920238,,https://smartstore.naver.com/godongsteak
소몽 여의도,음식점>일식>일식당,"서울특별시 영등포구 여의나루로 113 공작상가 2층 212, 213호",37.5260711,126.9308061,,https://www.instagram.com/so___mong
만평우동 영등포구청본점,"음식점>일식>우동,소바",서울특별시 영등포구 당산로31길 20 1층 2호,37.5268773,126.8946319,,https://blog.naver.com/manpyeongudon
스시민 영등포점,"음식점>일식>초밥,롤",서울특별시 영등포구 영등포로 201-1,37.5202863,126.9040184,,https://www.instagram.com/ichibankorea_official/
모에루 문래본점,음식점>일식>일식당,서울특별시 영등포구 당산로 34 로데오왁 140호 모에루,37.5173955,126.8957088,,https://www.instagram.com/moeru_mullae
스시로 타임스퀘어점,"음식점>일식>초밥,롤",서울특별시 영등포구 영중로 15 타임스퀘어 지하1층,37.5169495,126.9044436,,https://www.instagram.com/sushiro_korea/
이자와 여의도직영점,음식점>일식>일식당,"서울특별시 영등포구 여의나루로 42 203호, 204호 이자와",37.5214704,126.9249738,,https://app.catchtable.co.kr/ct/shop/izawa?from=share&type=DINING
모토이시 영등포점,"음식점>육류,고기요리",서울특별시 영등포구 영중로4길 1-1,37.5171628,126.9067062,,https://www.instagram.com/motoishi_ydp
아웃백스테이크하우스 타임스퀘어점,음식점>패밀리레스토랑,서울특별시 영등포구 영중로 15 타임스퀘어 B2,37.5168686,126.9021866,,https://www.outback.co.kr
가양칼국수버섯매운탕,음식점>한식,서울특별시 영등포구 국제금융로 78 홍우빌딩 지하 1층,37.5208564,126.9312820,,https://smartstore.naver.com/gayangkalguksu
방이편백 육분삼십 여의도 본점,"한식>육류,고기요리","서울특별시 영등포구 의사당대로 108 2층 204호, 205호",37.5210144,126.9239916,,
라화쿵부 영등포시장점,음식점>중식당,서울특별시 영등포구 영중로 22 남서울빌딩 1층 라화쿵부,37.5184276,126.9058645,,https://라화쿵부.com
원조감자탕 일미집 영등포직영점,한식>감자탕,서울특별시 영등포구 영중로 43 1층,37.5203310,126.9043914,,
보승회관 당산역점,음식점>한식>국밥,서울특별시 영등포구 양평로 70 1층,37.5353841,126.8992575,,https://www.boseunghall.com/
삼삼뼈국 여의도점,한식>감자탕,서울특별시 영등포구 국회대로74길 10 1층,37.5303288,126.9208880,,https://33soup.co.kr/
대한옥,"한식>곰탕,설렁탕",서울특별시 영등포구 영등포로51길 6 1층 대한옥,37.5193654,126.9109543,,
육영토종한우 본점,한식>소고기구이,서울특별시 영등포구 당산로 160,37.5287053,126.8981061,,http://www.sixzero.kr
하동관 여의도직영1호점,"한식>곰탕,설렁탕",서울특별시 영등포구 은행로 3 익스콘벤처타워,37.5274729,126.9196423,,
푸주옥,음식점>한식,서울특별시 영등포구 대림로 171,37.4960474,126.8990212,,
하동관 여의도역점,"한식>곰탕,설렁탕",서울특별시 영등포구 여의나루로 50 한국교직원공제회관 지하1층 b1-8호,37.5218052,126.9256512,,
고부대 타임스퀘어점,음식점>한식,서울특별시 영등포구 영중로 15 타임스퀘어 B1F,37.5172096,126.9046570,,
K55 송탄 부대찌개 여의도본점,음식점>한식,서울특별시 영등포구 국제금융로6길 33 지하1층 18호,37.5207575,126.9269566,,https://www.instagram.com/k55songtanbuzzi
느루집 문래본점,한식>닭갈비,"서울특별시 영등포구 당산로 34 112호, 113호",37.5175847,126.8961098,,https://smartstore.naver.com/neuruzip
청기와타운 영등포본점,"한식>육류,고기요리",서울특별시 영등포구 영중로10길 32-4,37.5184128,126.9084652,,
닥터로빈 신세계타임스퀘어점,양식>이탈리아음식,서울특별시 영등포구 영중로 9 신세계타임스퀘어 백화점 패션관 9층 닥터로빈,37.5178407,126.9052982,,https://drrobbin.com/
고향옥얼큰순대국 여의도점,"한식>순대,순댓국",서울특별시 영등포구 국회대로72길 17 104호,37.5295724,126.9211620,,https://youtube.com/@gohyangok
콘타이 IFC몰점,음식점>태국음식,서울특별시 영등포구 국제금융로 10 IFC몰 L3층,37.5250448,126.9255866,,http://www.instagram.com/konthai_restaurant
을지깐깐 타임스퀘어점,음식점>베트남음식,서울특별시 영등포구 영중로 15 지상4층 408호,37.5173583,126.9035858,,
퍼부어 더현대서울,음식점>베트남음식,서울특별시 영등포구 여의대로 108 B1 퍼부어 더현대서울,37.5260585,126.9278091,,https://blog.naver.com/phovua
맥도날드 영등포점,양식>햄버거,서울특별시 영등포구 경인로 855,37.5169562,126.9076597,,https://www.mcdonalds.co.kr/
한남동자리 한남점,중식>중식당,서울특별시 용산구 이태원로54길 5-5 한남동자리 한남점,37.5380074,127.0021271,,
팀호완 용산점,"중식>딤섬,중식만두",서울특별시 용산구 한강대로23길 55 아이파크몰 패션파크 1층,37.5299778,126.9660741,,http://www.instagram.com/timhowan_korea
탕화쿵푸마라탕 숙대점,음식점>마라탕,서울특별시 용산구 청파로47길 78 2층,37.5450954,126.9661945,,
꺼거,중식>중식당,서울특별시 용산구 한강대로48길 10,37.5315556,126.9711258,,https://www.instagram.com/wearegege/
니뽕내뽕 용산아이파크몰점,음식점>중식당,서울특별시 용산구 한강대로23길 55 아이파크몰 서관6층,37.5304487,126.9644466,,
치히로 서울용산점,음식점>일식>일식당,서울특별시 용산구 한강대로62길 42-1 1층,37.5329593,126.9734346,,https://chihiro.co.kr/
죠죠 용산점,음식점>일식>일식당,"서울특별시 용산구 한강대로 135 1층, 2층",37.5316047,126.9698608,,https://app.catchtable.co.kr/ct/shop/jyojyo_yongsan
라멘짱 용산아이파크몰점,음식점>일식>일식당,서울특별시 용산구 한강대로23길 55 용산 아이파크몰 7층,37.5297718,126.9647415,,https://www.instagram.com/ramen_jjang/
샤브인서울 신용산본점,음식점>일식>샤브샤브,서울특별시 용산구 한강대로62길 61 1층,37.5321242,126.9736195,,https://litt.ly/shabuinseoulflagshipstore?utm_source=naver&utm_medium=place&utm_campaign=기본세팅
피자페이스오프 본점,음식점>피자,서울특별시 용산구 한강대로 126-4 2층,37.5307381,126.9696905,,https://www.instagram.com/pizzafaceoff_yongsan?igsh=MTBnejY2dnlvbGhzNg%3D%3D&utm_source=qr
